STATIONS_ID;MESS_DATUM;QN_1;AEP;AEH;IND_BO;IND_INTER;IND_MAXW;IND_MPT;IND_MPW;IND_TROP;AET;AERF;AETD;AEFF;AEDD;eor
       4466;2021010100;   10;  1000.0;      32;       0;  0;  0;  0;  0;  0;    -999;    -999;    -999;    -999;    -999;eor
       4466;2021010100;   10;   997.0;      47;       1;  0;  0;  0;  0;  0;     2.8;    89.0;     1.2;     1.0;     260;eor
       4466;2021010100;   10;   979.0;     199;       0;  0;  0;  0;  1;  0;     1.7;    93.0;     0.8;     6.0;     240;eor
       4466;2021010100;   10;   968.0;     290;       0;  0;  0;  0;  1;  0;     1.0;    96.0;     0.5;     7.0;     250;eor
       4466;2021010100;   10;   953.0;     416;       0;  0;  0;  1;  0;  0;     0.0;   100.0;     0.0;     7.0;     255;eor
       4466;2021010100;   10;   948.0;     458;       0;  0;  0;  0;  1;  0;    -0.2;   100.0;    -0.2;     7.0;     260;eor
       4466;2021010100;   10;   943.3;     500;       0;  1;  0;  0;  0;  0;    -0.4;   100.0;    -0.4;     7.0;     255;eor
       4466;2021010100;   10;   925.0;     659;       0;  0;  0;  0;  0;  0;    -1.3;   100.0;    -1.3;     7.0;     245;eor
       4466;2021010100;   10;   924.0;     668;       0;  0;  0;  0;  1;  0;    -1.3;   100.0;    -1.3;     7.0;     245;eor
       4466;2021010100;   10;   900.0;     877;       0;  1;  0;  0;  0;  0;    -2.3;    96.0;    -2.8;     6.6;     265;eor
       4466;2021010100;   10;   886.1;    1000;       0;  1;  0;  0;  0;  0;    -2.9;    94.0;    -3.7;     6.8;     280;eor
       4466;2021010100;   10;   880.0;    1055;       0;  0;  0;  0;  0;  0;    -3.2;    93.0;    -4.1;     7.0;     285;eor
       4466;2021010100;   10;   869.0;    1155;       0;  0;  0;  0;  1;  0;    -3.7;    92.0;    -4.8;     7.0;     305;eor
       4466;2021010100;   10;   850.0;    1329;       0;  0;  0;  0;  0;  0;    -4.5;    89.0;    -6.0;     6.0;     310;eor
       4466;2021010100;   10;   831.7;    1500;       0;  1;  0;  0;  0;  0;    -5.7;    91.0;    -6.9;     6.0;     320;eor
       4466;2021010100;   10;   828.0;    1535;       0;  0;  0;  0;  1;  0;    -5.9;    92.0;    -6.9;     6.0;     320;eor
       4466;2021010100;   10;   812.0;    1687;       0;  0;  0;  1;  0;  0;    -6.9;    95.0;    -7.5;     6.6;     320;eor
       4466;2021010100;   10;   800.0;    1803;       0;  0;  0;  0;  0;  0;    -7.5;    85.0;    -9.6;     7.0;     320;eor
       4466;2021010100;   10;   780.0;    2000;       0;  1;  0;  0;  0;  0;    -8.6;    68.0;   -13.5;     8.4;     310;eor
       4466;2021010100;   10;   768.0;    2120;       0;  0;  0;  1;  0;  0;    -9.3;    57.0;   -16.3;     9.3;     305;eor
       4466;2021010100;   10;   760.0;    2201;       0;  0;  0;  1;  0;  0;    -9.7;    57.0;   -16.7;     9.9;     305;eor
       4466;2021010100;   10;   759.0;    2211;       0;  0;  0;  0;  1;  0;    -9.8;    57.0;   -16.7;    10.0;     305;eor
       4466;2021010100;   10;   700.0;    2829;       0;  0;  0;  0;  0;  0;   -14.9;    67.0;   -19.6;     9.0;     295;eor
       4466;2021010100;   10;   694.0;    2896;       0;  0;  0;  0;  1;  0;   -15.5;    69.0;   -19.8;     9.0;     295;eor
       4466;2021010100;   10;   664.0;    3227;       0;  0;  0;  1;  0;  0;   -18.5;    82.0;   -20.8;     8.3;     295;eor
       4466;2021010100;   10;   606.0;    3902;       0;  0;  0;  0;  1;  0;   -23.7;    77.0;   -26.6;     7.0;     290;eor
       4466;2021010100;   10;   600.0;    3974;       0;  0;  0;  0;  0;  0;   -24.3;    76.0;   -27.3;     6.0;     285;eor
       4466;2021010100;   10;   592.0;    4072;       0;  0;  0;  0;  1;  0;   -25.0;    75.0;   -28.1;     4.0;     270;eor
       4466;2021010100;   10;   589.0;    4109;       0;  0;  0;  1;  0;  0;   -25.3;    75.0;   -28.5;     4.3;     275;eor
       4466;2021010100;   10;   574.0;    4296;       0;  0;  0;  1;  0;  0;   -25.9;    23.0;   -40.9;     5.9;     290;eor
       4466;2021010100;   10;   558.0;    4500;       0;  0;  0;  0;  1;  0;   -27.6;    25.0;   -41.7;     8.0;     300;eor
       4466;2021010100;   10;   500.0;    5280;       0;  0;  0;  0;  0;  0;   -34.1;    32.0;   -45.1;     9.0;     300;eor
       4466;2021010100;   10;   490.0;    5421;       0;  0;  0;  0;  1;  0;   -35.5;    32.0;   -46.5;    10.0;     305;eor
       4466;2021010100;   10;   478.0;    5593;       0;  0;  0;  1;  0;  0;   -37.1;    31.0;   -48.1;     9.3;     295;eor
       4466;2021010100;   10;   471.0;    5694;       0;  0;  0;  0;  1;  0;   -37.9;    26.0;   -50.3;     9.0;     290;eor
       4466;2021010100;   10;   458.0;    5887;       0;  0;  0;  1;  0;  0;   -39.3;    17.0;   -55.3;     9.3;     290;eor
       4466;2021010100;   10;   446.0;    6068;       0;  0;  0;  1;  0;  0;   -40.7;    23.0;   -53.7;     9.6;     295;eor
       4466;2021010100;   10;   428.0;    6347;       0;  0;  0;  0;  1;  0;   -42.7;    21.0;   -56.5;    10.0;     295;eor
       4466;2021010100;   10;   400.0;    6800;       0;  0;  0;  1;  1;  0;   -45.9;    17.0;   -60.9;    10.0;     285;eor
       4466;2021010100;   10;   392.0;    6934;       0;  0;  0;  0;  1;  0;   -46.4;    16.0;   -61.8;    11.0;     275;eor
       4466;2021010100;   10;   368.0;    7352;       0;  0;  0;  0;  1;  0;   -48.1;    12.0;   -65.5;    13.0;     290;eor
       4466;2021010100;   10;   352.0;    7644;       0;  0;  0;  1;  0;  0;   -49.3;     9.0;   -68.3;    13.2;     280;eor
       4466;2021010100;   10;   325.0;    8164;       0;  0;  0;  0;  1;  0;   -51.8;    11.0;   -69.3;    14.0;     270;eor
       4466;2021010100;   10;   313.0;    8407;       0;  0;  0;  0;  1;  0;   -53.0;    11.0;   -69.9;    10.0;     280;eor
       4466;2021010100;   10;   306.0;    8553;       0;  0;  0;  0;  1;  0;   -53.7;    12.0;   -70.2;    13.0;     270;eor
       4466;2021010100;   10;   300.0;    8680;       0;  0;  0;  0;  0;  0;   -54.3;    12.0;   -70.3;    16.0;     270;eor
       4466;2021010100;   10;   291.0;    8875;       0;  0;  0;  1;  1;  0;   -55.1;    10.0;   -72.1;    18.0;     285;eor
       4466;2021010100;   10;   272.0;    9305;       0;  0;  0;  0;  1;  0;   -55.9;     8.0;   -74.6;    14.0;     295;eor
       4466;2021010100;   10;   255.0;    9714;       0;  0;  0;  0;  0;  1;   -56.7;     6.0;   -76.7;    13.0;     275;eor
       4466;2021010100;   10;   254.0;    9739;       0;  0;  0;  0;  1;  0;   -56.6;     6.0;   -77.0;    12.0;     275;eor
       4466;2021010100;   10;   250.0;    9840;       0;  0;  0;  0;  0;  0;   -56.3;     6.0;   -77.3;    11.0;     275;eor
       4466;2021010100;   10;   240.0;   10100;       0;  0;  0;  0;  1;  0;   -55.8;     5.0;   -77.9;    13.0;     280;eor
       4466;2021010100;   10;   227.0;   10455;       0;  0;  0;  1;  1;  0;   -55.1;     3.0;   -80.1;    13.0;     260;eor
       4466;2021010100;   10;   212.0;   10890;       0;  0;  0;  0;  1;  0;   -56.1;     3.0;   -81.0;     8.0;     280;eor
       4466;2021010100;   10;   206.0;   11072;       0;  0;  0;  0;  1;  0;   -56.5;     3.0;   -81.3;     8.0;     260;eor
       4466;2021010100;   10;   200.0;   11260;       0;  0;  0;  0;  0;  0;   -56.9;     3.0;   -81.9;    11.0;     275;eor
       4466;2021010100;   10;   194.0;   11454;       0;  0;  0;  0;  1;  0;   -57.0;     3.0;   -81.9;    12.0;     265;eor
       4466;2021010100;   10;   181.0;   11893;       0;  0;  0;  0;  1;  0;   -57.2;     3.0;   -82.6;    11.0;     295;eor
       4466;2021010100;   10;   171.0;   12252;       0;  0;  0;  0;  1;  0;   -57.3;     2.0;   -83.2;    11.0;     270;eor
       4466;2021010100;   10;   150.0;   13080;       0;  0;  0;  0;  0;  0;   -57.7;     2.0;   -83.7;    15.0;     270;eor
       4466;2021010100;   10;   100.0;   15630;       0;  0;  0;  1;  1;  0;   -59.7;     2.0;   -86.7;    21.0;     285;eor
       4466;2021010100;   10;    89.3;   16340;       0;  0;  0;  0;  1;  0;   -60.8;     2.0;   -86.9;    22.0;     295;eor
       4466;2021010100;   10;    70.0;   17850;       0;  0;  0;  0;  0;  0;   -62.9;     2.0;   -88.9;    27.0;     285;eor
       4466;2021010100;   10;    58.7;   18926;       0;  0;  0;  0;  1;  0;   -64.2;     2.0;   -89.5;    31.0;     280;eor
       4466;2021010100;   10;    52.7;   19584;       0;  0;  0;  0;  1;  0;   -64.9;     2.0;   -90.0;    34.0;     280;eor
       4466;2021010100;   10;    50.2;   19880;       0;  0;  0;  0;  1;  0;   -65.3;     2.0;   -90.3;    32.0;     295;eor
       4466;2021010100;   10;    50.0;   19900;       0;  0;  0;  0;  0;  0;   -65.3;     2.0;   -89.3;    32.0;     295;eor
       4466;2021010100;   10;    44.7;   20585;       0;  0;  0;  0;  1;  0;   -66.0;     2.0;   -90.8;    26.0;     280;eor
       4466;2021010100;   10;    38.5;   21488;       0;  0;  0;  0;  1;  0;   -66.8;     2.0;   -91.4;    39.0;     285;eor
       4466;2021010100;   10;    34.2;   22203;       0;  0;  0;  0;  1;  0;   -67.5;     2.0;   -91.9;    35.0;     300;eor
       4466;2021010100;   10;    34.1;   22220;       0;  0;  0;  1;  0;  0;   -67.5;     2.0;   -91.5;    34.8;     300;eor
       4466;2021010100;   10;    32.6;   22492;       0;  0;  0;  0;  1;  0;   -66.3;     2.0;   -91.0;    33.0;     290;eor
       4466;2021010100;   10;    31.3;   22739;       0;  0;  0;  1;  0;  0;   -65.3;     2.0;   -91.3;    38.4;     290;eor
       4466;2021010100;   10;    30.0;   23000;       0;  0;  0;  0;  0;  0;   -66.9;     2.0;   -90.9;    44.0;     290;eor
       4466;2021010100;   10;    29.9;   23020;       0;  0;  0;  0;  1;  0;   -66.9;     2.0;   -91.5;    45.0;     285;eor
       4466;2021010100;   10;    28.6;   23288;       0;  0;  0;  0;  1;  0;   -66.9;     2.0;   -91.5;    39.0;     285;eor
       4466;2021010100;   10;    22.9;   24630;       0;  0;  0;  0;  1;  0;   -66.9;     2.0;   -91.5;    52.0;     285;eor
       4466;2021010100;   10;    21.7;   24955;       0;  0;  0;  1;  0;  0;   -66.9;     2.0;   -91.9;    47.3;     280;eor
       4466;2021010100;   10;    21.1;   25125;       0;  0;  0;  0;  1;  0;   -66.0;     2.0;   -91.8;    45.0;     280;eor
